var1,var2,var3,var4
1514039292000,0,0,5
1514039352000,0,0,5
1514039412000,0,0,0
1514039424000,0,0,0
1514039492000,0,0,5
1514039515000,0,0,0
1514039575000,0,0,0
1514039520000,0,0,0
1514039590000,0,0,5
1514039626000,0,0,0
1514039626000,0,0,0
1514039834000,0,0,5
1514039857000,0,0,5
1514039917000,0,0,5
1514039977000,0,0,0
1514039965000,0,0,0
1514040348000,0,0,5
1514040354000,0,0,0
1514040662000,0,0,5
1514040697000,0,0,0
1514040697000,0,0,0
1514040700000,0,0,0
1514040708000,0,0,5
1514040766000,0,0,5
1514040766000,0,0,5
1514040766000,0,0,0
1514040772000,0,0,5
1514040776000,0,0,5
1514040836000,0,0,0
1514040781000,0,0,0
1514040786000,0,0,5
1514040793000,0,0,5
1514040793000,0,0,5
1514040793000,0,0,0
1514040895000,0,0,5
1514040956000,0,0,5
1514040956000,0,0,5
1514040956000,0,0,0
1514040966000,0,0,5
1514041026000,0,0,5
1514041086000,0,0,5
1514041146000,0,0,5
1514041206000,0,0,5
1514041266000,0,0,5
1514041326000,0,0,5
1514041386000,0,0,5
1514041446000,0,0,5
1514041506000,0,0,5
1514041566000,0,0,5
1514041626000,0,0,5
1514041627000,0,0,5
1514041627000,0,0,0
1514041699000,0,0,5
1514041722000,0,0,5
1514041782000,0,0,5
1514041842000,0,0,5
1514041902000,0,0,5
1514041962000,0,0,5
1514042022000,0,0,5
1514042082000,0,0,5
1514042064000,0,0,5
1514042064000,0,0,0
1514042082000,2,0,0
1514042082000,1,0,4
1514042083000,1,0,4
1514042083000,3,0,4
1514042084000,2,0,4
1514042084000,2,0,4
1514042085000,2,0,4
1514042085000,3,0,4
1514042086000,3,0,4
1514042086000,3,0,4
1514042087000,1,0,4
1514042088000,2,0,4
1514042091000,0,0,0
1514042182000,0,0,5
1514042205000,0,0,5
1514042265000,0,0,0
1514042261000,0,0,0
1514042262000,0,0,0
1514042262000,0,0,0
1514042360000,0,0,5
1514042361000,0,0,0
1514042595000,0,0,5
1514042599000,0,0,0
1514042944000,0,0,5
1514042945000,0,0,0
1514043434000,0,0,5
1514043436000,0,0,0
1514043610000,0,0,5
1514043614000,0,0,0
1514043759000,0,0,0
1514043967000,0,0,5
1514043974000,0,0,0
1514044249000,0,0,0
1514044377000,0,0,5
1514044380000,0,0,0
1514044395000,0,0,5
1514044397000,0,0,0
1514044405000,0,0,5
1514044411000,0,0,0
1514044420000,0,0,5
1514044422000,0,0,0
1514044431000,0,0,5
1514044437000,0,0,0
1514044468000,0,0,5
1514044469000,0,0,0
1514044474000,0,0,5
1514044475000,0,0,0
1514044485000,0,0,5
1514044487000,0,0,0
1514044494000,0,0,5
1514044496000,0,0,0
1514044524000,0,0,5
1514044525000,0,0,0
1514044572000,0,0,5
1514044573000,0,0,0
1514044588000,0,0,5
1514044595000,0,0,0
1514044654000,0,0,5
1514044662000,0,0,0
1514044801000,0,0,0
1514044805000,0,0,5
1514044806000,0,0,0
1514045123000,0,0,0
1514045177000,0,0,0
1514045222000,0,0,5
1514045224000,0,0,0
1514045240000,0,0,5
1514045241000,0,0,0
1514045344000,0,0,5
1514045346000,0,0,0
1514045374000,0,0,5
1514045375000,0,0,0
1514045409000,0,0,5
1514045410000,0,0,0
1514045442000,0,0,5
1514045443000,0,0,0
1514045516000,0,0,5
1514045517000,0,0,0
1514045753000,0,0,0
1514046316000,0,0,5
1514046317000,0,0,0
1514046505000,0,0,5
