var1,var2,var3
root,183.62.140.253,46401
root,183.62.140.253,46822
root,183.62.140.253,47147
root,183.62.140.253,47547
root,183.62.140.253,47936
root,183.62.140.253,48337
root,183.62.140.253,48663
root,183.62.140.253,49096
root,183.62.140.253,49468
root,183.62.140.253,49883
root,183.62.140.253,50261
root,183.62.140.253,50655
root,183.62.140.253,50953
root,183.62.140.253,51395
root,183.62.140.253,51830
root,183.62.140.253,52182
root,183.62.140.253,52545
root,183.62.140.253,52850
root,183.62.140.253,53160
root,183.62.140.253,53630
root,183.62.140.253,54049
root,183.62.140.253,54395
root,183.62.140.253,54754
root,183.62.140.253,55072
root,183.62.140.253,55368
root,183.62.140.253,55784
root,183.62.140.253,56179
root,183.62.140.253,56571
root,183.62.140.253,57038
root,183.62.140.253,57303
root,183.62.140.253,57707
root,183.62.140.253,58118
root,183.62.140.253,58491
root,183.62.140.253,58824
root,183.62.140.253,59113
root,183.62.140.253,59422
root,183.62.140.253,59850
root,183.62.140.253,60231
root,183.62.140.253,60637
root,183.62.140.253,60948
root,183.62.140.253,33150
root,183.62.140.253,33581
root,183.62.140.253,33946
root,183.62.140.253,34346
root,183.62.140.253,34695
root,183.62.140.253,35113
root,183.62.140.253,35404
root,183.62.140.253,35876
root,183.62.140.253,36235
root,183.62.140.253,36634
root,183.62.140.253,37047
root,183.62.140.253,37437
root,183.62.140.253,37760
root,183.62.140.253,38133
root,183.62.140.253,38485
root,183.62.140.253,38850
root,183.62.140.253,39278
root,183.62.140.253,39710
root,183.62.140.253,40139
root,183.62.140.253,40476
root,183.62.140.253,40931
root,183.62.140.253,41350
root,183.62.140.253,41795
root,183.62.140.253,42294
root,183.62.140.253,42636
root,183.62.140.253,43083
root,183.62.140.253,43476
root,183.62.140.253,43897
root,183.62.140.253,44412
root,183.62.140.253,44785
root,183.62.140.253,45179
root,183.62.140.253,45648
root,183.62.140.253,46059
root,183.62.140.253,46515
root,183.62.140.253,46953
root,183.62.140.253,47366
root,183.62.140.253,47852
root,183.62.140.253,48252
root,183.62.140.253,48708
root,183.62.140.253,49161
root,183.62.140.253,49567
root,183.62.140.253,50101
root,183.62.140.253,50562
root,183.62.140.253,51018
root,183.62.140.253,51443
root,183.62.140.253,51867
root,183.62.140.253,52289
root,183.62.140.253,52762
root,103.99.0.122,61906
root,183.62.140.253,53245
root,183.62.140.253,55138
root,183.62.140.253,55557
root,183.62.140.253,55969
root,183.62.140.253,56423
root,103.99.0.122,63012
root,183.62.140.253,56779
root,183.62.140.253,57223
root,183.62.140.253,57631
root,183.62.140.253,57916
root,183.62.140.253,58365
root,183.62.140.253,58869
root,183.62.140.253,59303
root,183.62.140.253,59702
uucp,103.99.0.122,65454
root,183.62.140.253,60061
root,183.62.140.253,60554
sshd,103.99.0.122,49598
root,183.62.140.253,32826
root,183.62.140.253,33233
root,183.62.140.253,33665
root,183.62.140.253,34100
root,183.62.140.253,34642
root,183.62.140.253,35101
root,183.62.140.253,35545
root,183.62.140.253,36027
root,183.62.140.253,36300
