var1,var2
10.10.34.12,56426
10.10.34.12,56483
10.10.34.11,59968
10.10.34.13,44387
10.10.34.11,60068
10.10.34.12,56644
10.10.34.11,60213
10.10.34.13,44558
10.10.34.12,56786
10.10.34.12,56830
10.10.34.12,56834
10.10.34.12,56935
10.10.34.12,56959
10.10.34.13,44795
10.10.34.13,44842
10.10.34.13,44866
10.10.34.13,44879
10.10.34.11,60575
10.10.34.13,44989
10.10.34.12,57197
10.10.34.12,57309
10.10.34.11,60936
10.10.34.12,57449
10.10.34.13,45275
10.10.34.13,45295
10.10.34.12,57495
10.10.34.13,45334
10.10.34.12,57523
10.10.34.11,32868
10.10.34.13,45406
10.10.34.11,32964
10.10.34.13,45509
10.10.34.11,33138
10.10.34.13,45651
10.10.34.11,33186
10.10.34.12,57889
10.10.34.11,33246
10.10.34.12,57904
10.10.34.13,45738
10.10.34.11,33257
10.10.34.13,45770
10.10.34.11,33305
10.10.34.12,57965
10.10.34.12,57977
10.10.34.13,45923
10.10.34.13,33209
10.10.34.11,59599
10.10.34.13,44925
10.10.34.13,44219
10.10.34.11,46538
10.10.34.13,44256
10.10.34.11,46592
10.10.34.12,47103
10.10.34.13,44377
10.10.34.11,46722
10.10.34.12,47157
10.10.34.12,47180
10.10.34.11,46842
10.10.34.12,47258
10.10.34.12,47300
10.10.34.13,44590
10.10.34.11,46914
10.10.34.12,47373
10.10.34.13,44732
10.10.34.13,44813
10.10.34.11,47145
10.10.34.12,47623
10.10.34.12,47635
10.10.34.11,47287
10.10.34.13,44990
10.10.34.13,45020
10.10.34.12,47767
10.10.34.11,47367
10.10.34.13,45053
10.10.34.11,47512
10.10.34.11,47515
10.10.34.12,47931
10.10.34.12,47954
10.10.34.11,47613
10.10.34.13,45309
10.10.34.12,48047
10.10.34.12,48048
10.10.34.13,45343
10.10.34.13,45392
10.10.34.13,45424
10.10.34.13,45439
10.10.34.12,48218
10.10.34.12,48235
10.10.34.12,48257
10.10.34.13,45532
10.10.34.11,48000
10.10.34.11,48067
10.10.34.13,45644
10.10.34.12,48426
10.10.34.13,45695
10.10.34.12,48457
10.10.34.11,48189
10.10.34.13,45745
10.10.34.11,48254
10.10.34.11,48373
10.10.34.13,45894
10.10.34.11,48394
10.10.34.11,48420
10.10.34.11,48478
10.10.34.11,48502
10.10.34.12,48751
10.10.34.12,48811
10.10.34.13,46083
10.10.34.11,48602
10.10.34.13,46110
10.10.34.13,46143
10.10.34.13,46170
10.10.34.11,48672
10.10.34.12,49076
10.10.34.13,46410
10.10.34.13,46458
10.10.34.12,49206
10.10.34.12,49218
10.10.34.12,49270
10.10.34.13,46563
10.10.34.11,49095
10.10.34.12,49316
10.10.34.11,49183
10.10.34.11,49215
10.10.34.13,46694
10.10.34.11,49283
10.10.34.11,49300
10.10.34.11,49361
10.10.34.11,49396
10.10.34.12,49598
10.10.34.11,49480
10.10.34.13,46922
10.10.34.12,49670
10.10.34.11,49566
10.10.34.11,49590
10.10.34.13,47032
10.10.34.12,49786
10.10.34.11,49662
10.10.34.12,49822
10.10.34.13,47115
10.10.34.13,47199
10.10.34.13,47234
10.10.34.12,49993
10.10.34.13,47282
10.10.34.11,49880
10.10.34.13,47340
10.10.34.13,47342
10.10.34.11,49938
10.10.34.11,49949
10.10.34.11,49957
10.10.34.13,47454
10.10.34.13,47464
10.10.34.13,47500
10.10.34.11,53230
