var1,var2,var3,var4,var5,var6
proxy.cse.cuhk.edu.hk:5070,1190, (1.16 KB) ,367, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1293, (1.26 KB) ,2247, (2.19 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1033, (1.00 KB) ,46810, (45.7 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2380, (2.32 KB) ,678, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,974, ,9624, (9.39 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,4512, (4.40 KB) ,82166, (80.2 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,1119, (1.09 KB) ,3210, (3.13 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,458, ,1781, (1.73 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1188, (1.16 KB) ,421, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1257, (1.22 KB) ,421, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1257, (1.22 KB) ,421, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:02
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:02
proxy.cse.cuhk.edu.hk:5070,1301, (1.27 KB) ,434, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,1034, (1.00 KB) ,17383, (16.9 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:04
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:17
proxy.cse.cuhk.edu.hk:5070,1248, (1.21 KB) ,334, ,00:20
proxy.cse.cuhk.edu.hk:5070,1682, (1.64 KB) ,472, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2473, (2.41 KB) ,1926, (1.88 KB) ,00:20
proxy.cse.cuhk.edu.hk:5070,1293, (1.26 KB) ,2459, (2.40 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1293, (1.26 KB) ,2460, (2.40 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1293, (1.26 KB) ,2440, (2.38 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1133, (1.10 KB) ,3274, (3.19 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,489, ,566, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1372, (1.33 KB) ,1224, (1.19 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1198, (1.16 KB) ,344, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:19
proxy.cse.cuhk.edu.hk:5070,303, ,275, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1180, (1.15 KB) ,421, ,02:01
proxy.cse.cuhk.edu.hk:5070,2437, (2.37 KB) ,842, ,02:04
proxy.cse.cuhk.edu.hk:5070,952, ,782, ,00:10
proxy.cse.cuhk.edu.hk:5070,301, ,278, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1853, (1.80 KB) ,4179, (4.08 KB) ,02:00
proxy.cse.cuhk.edu.hk:5070,1166, (1.13 KB) ,336, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1180, (1.15 KB) ,337, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2035, (1.98 KB) ,469, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,3690, (3.60 KB) ,1306, (1.27 KB) ,02:03
proxy.cse.cuhk.edu.hk:5070,1325, (1.29 KB) ,511, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,896, ,375, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1248, (1.21 KB) ,331, ,00:02
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:17
proxy.cse.cuhk.edu.hk:5070,1166, (1.13 KB) ,363, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2455, (2.39 KB) ,727, ,00:43
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1292, (1.26 KB) ,2457, (2.39 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1292, (1.26 KB) ,1500, (1.46 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1292, (1.26 KB) ,1490, (1.45 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1292, (1.26 KB) ,429, ,00:01
proxy.cse.cuhk.edu.hk:5070,1285, (1.25 KB) ,1490, (1.45 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,3637, (3.55 KB) ,1432, (1.39 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:05
proxy.cse.cuhk.edu.hk:5070,939, ,4231, (4.13 KB) ,02:00
proxy.cse.cuhk.edu.hk:5070,469, ,1617, (1.57 KB) ,02:00
proxy.cse.cuhk.edu.hk:5070,2636, (2.57 KB) ,2279, (2.22 KB) ,01:05
proxy.cse.cuhk.edu.hk:5070,435, ,353, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,451, ,353, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,3684, (3.59 KB) ,8009, (7.82 KB) ,02:02
proxy.cse.cuhk.edu.hk:5070,946, ,783, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,946, ,783, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2818, (2.75 KB) ,1460, (1.42 KB) ,01:52
proxy.cse.cuhk.edu.hk:5070,16493, (16.1 KB) ,315731, (308 KB) ,02:37
proxy.cse.cuhk.edu.hk:5070,1769, (1.72 KB) ,61234, (59.7 KB) ,00:02
proxy.cse.cuhk.edu.hk:5070,791, ,778, ,00:10
proxy.cse.cuhk.edu.hk:5070,1578, (1.54 KB) ,392726, (383 KB) ,00:31
proxy.cse.cuhk.edu.hk:5070,809, ,186, ,00:06
proxy.cse.cuhk.edu.hk:5070,2933, (2.86 KB) ,11721005, (11.1 MB) ,02:48
proxy.cse.cuhk.edu.hk:5070,1432, (1.39 KB) ,44376, (43.3 KB) ,00:31
proxy.cse.cuhk.edu.hk:5070,451, ,353, ,<1 sec
get.sogou.com:80,859, ,316, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,35850, (35.0 KB) ,13903, (13.5 KB) ,04:12
tcpconn.tencent.com:80,133, ,0, ,<1 sec
get.sogou.com:80,651, ,346, ,<1 sec
get.sogou.com:80,651, ,346, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1237, (1.20 KB) ,676064, (660 KB) ,00:07
proxy.cse.cuhk.edu.hk:5070,1222, (1.19 KB) ,604, ,00:38
proxy.cse.cuhk.edu.hk:5070,3553, (3.46 KB) ,71424, (69.7 KB) ,01:34
proxy.cse.cuhk.edu.hk:5070,3585, (3.50 KB) ,56498, (55.1 KB) ,01:57
proxy.cse.cuhk.edu.hk:5070,2636, (2.57 KB) ,2279, (2.22 KB) ,01:05
proxy.cse.cuhk.edu.hk:5070,745, ,4661, (4.55 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1840, (1.79 KB) ,1212, (1.18 KB) ,03:05
proxy.cse.cuhk.edu.hk:5070,18242, (17.8 KB) ,10525, (10.2 KB) ,02:58
proxy.cse.cuhk.edu.hk:5070,1396, (1.36 KB) ,5669, (5.53 KB) ,00:05
proxy.cse.cuhk.edu.hk:5070,2087, (2.03 KB) ,4643, (4.53 KB) ,00:20
proxy.cse.cuhk.edu.hk:5070,2123, (2.07 KB) ,11355, (11.0 KB) ,04:00
proxy.cse.cuhk.edu.hk:5070,2034, (1.98 KB) ,4206, (4.10 KB) ,00:39
proxy.cse.cuhk.edu.hk:5070,18965, (18.5 KB) ,9771, (9.54 KB) ,02:05
proxy.cse.cuhk.edu.hk:5070,14623, (14.2 KB) ,124877, (121 KB) ,02:41
proxy.cse.cuhk.edu.hk:5070,2717, (2.65 KB) ,1911, (1.86 KB) ,04:50
proxy.cse.cuhk.edu.hk:5070,451, ,353, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,451, ,353, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,397, ,3558, (3.47 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,519, ,313, ,00:01
proxy.cse.cuhk.edu.hk:5070,415, ,599, ,00:04
proxy.cse.cuhk.edu.hk:5070,5248, (5.12 KB) ,1114, (1.08 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1006, ,6198, (6.05 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,811, ,186, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,811, ,186, ,00:02
proxy.cse.cuhk.edu.hk:5070,860, ,3314, (3.23 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,1986, (1.93 KB) ,1180, (1.15 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,463, ,426, ,00:09
proxy.cse.cuhk.edu.hk:5070,1060, (1.03 KB) ,358, ,00:11
proxy.cse.cuhk.edu.hk:5070,592, ,4760, (4.64 KB) ,00:16
proxy.cse.cuhk.edu.hk:5070,592, ,4760, (4.64 KB) ,00:16
proxy.cse.cuhk.edu.hk:5070,435, ,353, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2800, (2.73 KB) ,17757, (17.3 KB) ,01:07
proxy.cse.cuhk.edu.hk:5070,1457, (1.42 KB) ,5146, (5.02 KB) ,00:10
proxy.cse.cuhk.edu.hk:5070,494, ,2218, (2.16 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,4567, (4.45 KB) ,1432, (1.39 KB) ,00:29
proxy.cse.cuhk.edu.hk:5070,492, ,2898, (2.83 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:03
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:03
proxy.cse.cuhk.edu.hk:5070,1736, (1.69 KB) ,48536, (47.3 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,793, ,180, ,00:20
proxy.cse.cuhk.edu.hk:5070,2017, (1.96 KB) ,52284, (51.0 KB) ,00:02
proxy.cse.cuhk.edu.hk:5070,595, ,269, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,1987, (1.94 KB) ,51801, (50.5 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,1990, (1.94 KB) ,23862, (23.3 KB) ,00:03
proxy.cse.cuhk.edu.hk:5070,5065, (4.94 KB) ,2368, (2.31 KB) ,00:48
proxy.cse.cuhk.edu.hk:5070,877, ,507, ,00:48
proxy.cse.cuhk.edu.hk:5070,1714, (1.67 KB) ,865, ,02:07
proxy.cse.cuhk.edu.hk:5070,2697, (2.63 KB) ,14638, (14.2 KB) ,02:09
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,574, ,4489, (4.38 KB) ,00:04
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
183.62.156.108:22,89652, (87.5 KB) ,599249, (585 KB) ,37:51
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:02
proxy.cse.cuhk.edu.hk:5070,1015, ,590, ,00:01
proxy.cse.cuhk.edu.hk:5070,1417, (1.38 KB) ,4631, (4.52 KB) ,01:05
proxy.cse.cuhk.edu.hk:5070,715, ,4417, (4.31 KB) ,00:05
proxy.cse.cuhk.edu.hk:5070,8673, (8.46 KB) ,116640, (113 KB) ,02:55
proxy.cse.cuhk.edu.hk:5070,1731, (1.69 KB) ,864, ,02:53
tcpconn3.tencent.com:80,0, ,0, ,<1 sec
tcpconn6.tencent.com:443,0, ,0, ,<1 sec
tcpconn6.tencent.com:80,0, ,0, ,<1 sec
tcpconn3.tencent.com:443,149, ,121, ,<1 sec
cgi.qqweb.qq.com:80,477, ,448, ,<1 sec
qqmail.tencent.com:80,336, ,2854, (2.78 KB) ,00:01
get.sogou.com:80,724, ,516, ,<1 sec
showxml.qq.com:80,600, ,1716, (1.67 KB) ,<1 sec
2052.flash2-http.qq.com:80,466, ,125682, (122 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,493, ,523, ,00:01
proxy.cse.cuhk.edu.hk:5070,1002, ,12309, (12.0 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,493, ,523, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1417, (1.38 KB) ,4631, (4.52 KB) ,01:05
proxy.cse.cuhk.edu.hk:5070,2553, (2.49 KB) ,2221, (2.16 KB) ,04:00
impservice.dictapp.youdao.com:80,666, ,709, ,00:10
proxy.cse.cuhk.edu.hk:5070,1644, (1.60 KB) ,388, ,01:06
proxy.cse.cuhk.edu.hk:5070,3319, (3.24 KB) ,2402, (2.34 KB) ,04:00
proxy.cse.cuhk.edu.hk:5070,451, ,353, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,451, ,353, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,293, ,514, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1555, (1.51 KB) ,457464, (446 KB) ,00:46
proxy.cse.cuhk.edu.hk:5070,950, ,3559, (3.47 KB) ,01:01
proxy.cse.cuhk.edu.hk:5070,1212, (1.18 KB) ,11440, (11.1 KB) ,00:59
proxy.cse.cuhk.edu.hk:5070,47856, (46.7 KB) ,4090387, (3.90 MB) ,01:01
proxy.cse.cuhk.edu.hk:5070,877, ,3806, (3.71 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,451, ,353, ,<1 sec
get.sogou.com:80,967, ,316, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,101, ,3449, (3.36 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2928, (2.85 KB) ,567520, (554 KB) ,01:55
proxy.cse.cuhk.edu.hk:5070,388, ,2501, (2.44 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,1309, (1.27 KB) ,34052, (33.2 KB) ,01:57
proxy.cse.cuhk.edu.hk:5070,2531, (2.47 KB) ,59451, (58.0 KB) ,02:00
proxy.cse.cuhk.edu.hk:5070,2813, (2.74 KB) ,11743, (11.4 KB) ,02:02
91.190.218.40:443,497, ,302, ,00:12
proxy.cse.cuhk.edu.hk:5070,1318, (1.28 KB) ,5380, (5.25 KB) ,00:02
91.190.218.125:80,5, ,0, ,00:05
91.190.216.125:443,5, ,0, ,00:04
proxy.cse.cuhk.edu.hk:5070,287, ,2229, (2.17 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,429, ,318, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1028, (1.00 KB) ,4559, (4.45 KB) ,00:08
24.135.95.248:443,131, ,153, ,00:12
BAYMSGR2012806.gateway.messenger.live.com:443,13155, (12.8 KB) ,21737, (21.2 KB) ,00:35
91.190.216.212:443,5, ,5, ,00:04
proxy.cse.cuhk.edu.hk:5070,983, ,308385, (301 KB) ,01:57
proxy.cse.cuhk.edu.hk:5070,983, ,268665, (262 KB) ,01:57
proxy.cse.cuhk.edu.hk:5070,1535, (1.49 KB) ,972, ,00:07
proxy.cse.cuhk.edu.hk:5070,715, ,4417, (4.31 KB) ,00:10
proxy.cse.cuhk.edu.hk:5070,1368, (1.33 KB) ,20811, (20.3 KB) ,01:00
proxy.cse.cuhk.edu.hk:5070,1277, (1.24 KB) ,15408, (15.0 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,1312, (1.28 KB) ,2783, (2.71 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,705, ,492, ,00:01
proxy.cse.cuhk.edu.hk:5070,1398, (1.36 KB) ,11654, (11.3 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,2501, (2.44 KB) ,4848, (4.73 KB) ,01:01
proxy.cse.cuhk.edu.hk:5070,326, ,103039, (100 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,849, ,9333, (9.11 KB) ,02:01
proxy.cse.cuhk.edu.hk:5070,952, ,13595, (13.2 KB) ,03:00
proxy.cse.cuhk.edu.hk:5070,960, ,8386, (8.18 KB) ,03:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:13
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:03
proxy.cse.cuhk.edu.hk:5070,576, ,649, ,00:01
proxy.cse.cuhk.edu.hk:5070,2279, (2.22 KB) ,279, ,00:02
proxy.cse.cuhk.edu.hk:5070,3115, (3.04 KB) ,1252, (1.22 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,31257, (30.5 KB) ,1846301, (1.76 MB) ,01:33
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,468, ,3515, (3.43 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,780, ,1401, (1.36 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,409, ,52645, (51.4 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,1119, (1.09 KB) ,417, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,474, ,1047, (1.02 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,675, ,7178, (7.00 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,628, ,466, ,00:01
proxy.cse.cuhk.edu.hk:5070,513, ,22162, (21.6 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,530, ,546, ,00:02
proxy.cse.cuhk.edu.hk:5070,2177, (2.12 KB) ,279, ,00:01
proxy.cse.cuhk.edu.hk:5070,534, ,388, ,00:05
proxy.cse.cuhk.edu.hk:5070,1069, (1.04 KB) ,776, ,00:05
proxy.cse.cuhk.edu.hk:5070,542, ,388, ,00:05
proxy.cse.cuhk.edu.hk:5070,1010, ,5219, (5.09 KB) ,04:00
proxy.cse.cuhk.edu.hk:5070,1127, (1.10 KB) ,4317, (4.21 KB) ,00:20
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:14
proxy.cse.cuhk.edu.hk:5070,1477, (1.44 KB) ,1431, (1.39 KB) ,02:01
proxy.cse.cuhk.edu.hk:5070,2413, (2.35 KB) ,324, ,02:01
proxy.cse.cuhk.edu.hk:5070,1400, (1.36 KB) ,3900, (3.80 KB) ,02:00
proxy.cse.cuhk.edu.hk:5070,2464, (2.40 KB) ,1010, ,02:01
proxy.cse.cuhk.edu.hk:5070,1299, (1.26 KB) ,1029, (1.00 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1007, ,355, ,00:08
proxy.cse.cuhk.edu.hk:5070,1354, (1.32 KB) ,902, ,00:15
proxy.cse.cuhk.edu.hk:5070,1481, (1.44 KB) ,1804, (1.76 KB) ,00:32
proxy.cse.cuhk.edu.hk:5070,453, ,352, ,00:02
proxy.cse.cuhk.edu.hk:5070,4186, (4.08 KB) ,2888, (2.82 KB) ,00:06
proxy.cse.cuhk.edu.hk:5070,1318, (1.28 KB) ,427, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:02
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:03
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:03
proxy.cse.cuhk.edu.hk:5070,555, ,400, ,00:04
proxy.cse.cuhk.edu.hk:5070,935, ,6675, (6.51 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1205, (1.17 KB) ,391, ,00:01
proxy.cse.cuhk.edu.hk:5070,7437, (7.26 KB) ,2235596, (2.13 MB) ,00:07
proxy.cse.cuhk.edu.hk:5070,634, ,538, ,00:01
proxy.cse.cuhk.edu.hk:5070,3254, (3.17 KB) ,5295, (5.17 KB) ,00:04
proxy.cse.cuhk.edu.hk:5070,553, ,1424, (1.39 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,3205, (3.12 KB) ,15704, (15.3 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1341, (1.30 KB) ,290, ,00:01
proxy.cse.cuhk.edu.hk:5070,1023, ,4076, (3.98 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,553, ,28794, (28.1 KB) ,<1 sec
proxy.cse.cuhk.edu.hk:5070,996, ,367, ,00:01
proxy.cse.cuhk.edu.hk:5070,1536, (1.50 KB) ,5325, (5.20 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:02
proxy.cse.cuhk.edu.hk:5070,2735, (2.67 KB) ,79708, (77.8 KB) ,00:55
proxy.cse.cuhk.edu.hk:5070,6996, (6.83 KB) ,2055, (2.00 KB) ,00:57
proxy.cse.cuhk.edu.hk:5070,1522, (1.48 KB) ,1765, (1.72 KB) ,00:53
proxy.cse.cuhk.edu.hk:5070,5992, (5.85 KB) ,74512, (72.7 KB) ,00:51
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1236, (1.20 KB) ,408, ,00:06
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1680, (1.64 KB) ,935, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1730, (1.68 KB) ,4796, (4.68 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,2737, (2.67 KB) ,1375, (1.34 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,902, ,15242, (14.8 KB) ,00:03
proxy.cse.cuhk.edu.hk:5070,1845, (1.80 KB) ,402, ,00:02
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:10
proxy.cse.cuhk.edu.hk:5070,2018, (1.97 KB) ,1298, (1.26 KB) ,00:04
proxy.cse.cuhk.edu.hk:5070,806, ,1407, (1.37 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,383, ,1303, (1.27 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,1584, (1.54 KB) ,256548, (250 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,1616, (1.57 KB) ,42950, (41.9 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:01
proxy.cse.cuhk.edu.hk:5070,848, ,310, ,00:01
proxy.cse.cuhk.edu.hk:5070,1920, (1.87 KB) ,338, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,00:02
proxy.cse.cuhk.edu.hk:5070,1501, (1.46 KB) ,601, ,00:01
proxy.cse.cuhk.edu.hk:5070,1808, (1.76 KB) ,346, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,1672, (1.63 KB) ,771, ,00:05
proxy.cse.cuhk.edu.hk:5070,4272, (4.17 KB) ,20283, (19.8 KB) ,00:20
proxy.cse.cuhk.edu.hk:5070,1624, (1.58 KB) ,375, ,00:03
proxy.cse.cuhk.edu.hk:5070,1104, (1.07 KB) ,406, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,726, ,310, ,00:01
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,2442, (2.38 KB) ,9401, (9.18 KB) ,00:01
proxy.cse.cuhk.edu.hk:5070,2587, (2.52 KB) ,317, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,0, ,0, ,<1 sec
proxy.cse.cuhk.edu.hk:5070,939, ,398, ,<1 sec
