var1,var2,var3,var4,var5,var6
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2494071
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2974470
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2665739
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2614441
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2563009
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2748721
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2646890
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2596920
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2600410
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2730091
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2709410
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2722521
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2555740
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,4287961
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2432280
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2486479
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2611251
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2593911
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2426131
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2721858
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2486420
"10.11.21.123,10.11.10.1",/openstack/2012-08-10/meta_data.json HTTP/1.1,200,264,0,2205780
"10.11.21.123,10.11.10.1",/openstack/2013-10-17 HTTP/1.1,200,157,0,0019679
"10.11.21.123,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,2335150
"10.11.21.123,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,0008781
"10.11.21.123,10.11.10.1",/openstack/2013-10-17/user_data HTTP/1.1,404,176,0,2285759
"10.11.21.123,10.11.10.1",/openstack/2013-10-17/meta_data.json HTTP/1.1,200,967,0,2275620
"10.11.21.123,10.11.10.1",/openstack/2013-10-17/meta_data.json HTTP/1.1,200,967,0,0010512
"10.11.21.123,10.11.10.1",/latest/meta-data/ HTTP/1.1,200,328,0,0009170
"10.11.21.123,10.11.10.1",/latest/meta-data/block-device-mapping/ HTTP/1.1,200,124,0,0008931
"10.11.21.123,10.11.10.1",/latest/meta-data/block-device-mapping/ami HTTP/1.1,200,119,0,0009408
"10.11.21.123,10.11.10.1",/latest/meta-data/block-device-mapping/root HTTP/1.1,200,124,0,0018420
"10.11.21.123,10.11.10.1",/latest/meta-data/placement/ HTTP/1.1,200,134,0,3841610
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1916,0,2644901
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1874,0,3479111
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,211,0,1034541
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,1878400
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1575,0,1955159
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/b562ef10-ba2d-48ae-bf4a-18666cba4a51 HTTP/1.1,200,1708,0,2013841
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2633560
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2561328
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2740800
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2638359
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2793601
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2611539
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2773159
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2688291
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2706490
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2866180
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2673891
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2630482
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2733018
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2652190
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2491391
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2543209
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2777491
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2589149
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,3592770
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2463491
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2825699
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2592661
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,4467819
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2577350
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2870619
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2505140
"10.11.21.124,10.11.10.1",/openstack/2012-08-10/meta_data.json HTTP/1.1,200,264,0,2212229
"10.11.21.124,10.11.10.1",/openstack/2013-10-17 HTTP/1.1,200,157,0,2249990
"10.11.21.124,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,0006270
"10.11.21.124,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,0007789
"10.11.21.124,10.11.10.1",/openstack/2013-10-17/user_data HTTP/1.1,404,176,0,0010281
"10.11.21.124,10.11.10.1",/openstack/2013-10-17/meta_data.json HTTP/1.1,200,967,0,2326000
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1916,0,2677610
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1874,0,2106130
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,211,0,0977290
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,2041020
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1575,0,1767941
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/78dc1847-8848-49cc-933e-9239b12c9dcf HTTP/1.1,200,1708,0,1951439
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2754171
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2773421
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2794621
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2469411
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2686541
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2569268
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2497211
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2322080
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2648559
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2567871
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2612560
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2585540
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2649550
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2747011
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,3706589
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2630000
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2694011
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2707460
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2636631
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2675440
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2670941
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,4255710
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2708280
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2789159
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2591121
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2703741
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2735250
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2577691
"10.11.21.125,10.11.10.1",/openstack/2012-08-10/meta_data.json HTTP/1.1,200,264,0,2202821
"10.11.21.125,10.11.10.1",/openstack/2013-10-17 HTTP/1.1,200,157,0,2119691
"10.11.21.125,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,2296579
"10.11.21.125,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,2418430
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1916,0,2837551
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1874,0,2131531
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,211,0,1063731
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,1964839
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1575,0,1929309
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/95960536-049b-41f6-9049-05fc479b6a7c HTTP/1.1,200,1708,0,1721809
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2763519
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2896700
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2833471
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2586210
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2529991
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2665081
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2555981
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2455752
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2711270
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,3852520
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2695961
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2449391
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2681870
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2719712
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2595811
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2598870
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2751970
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2720761
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,4072819
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2523489
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2726710
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2684422
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2791021
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2633080
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2678630
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2711699
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2752779
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2668512
"10.11.21.126,10.11.10.1",/openstack/2012-08-10/meta_data.json HTTP/1.1,200,264,0,2225840
"10.11.21.126,10.11.10.1",/openstack/2013-10-17 HTTP/1.1,200,157,0,0006402
"10.11.21.126,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,2317870
"10.11.21.126,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,0009999
"10.11.21.126,10.11.10.1",/openstack/2013-10-17/user_data HTTP/1.1,404,176,0,0010130
"10.11.21.126,10.11.10.1",/openstack/2013-10-17/meta_data.json HTTP/1.1,200,967,0,2158179
"10.11.21.126,10.11.10.1",/openstack/2013-10-17/meta_data.json HTTP/1.1,200,967,0,0012150
"10.11.21.126,10.11.10.1",/latest/meta-data/ HTTP/1.1,200,328,0,0008578
"10.11.21.126,10.11.10.1",/latest/meta-data/block-device-mapping/ HTTP/1.1,200,124,0,4023941
"10.11.21.126,10.11.10.1",/latest/meta-data/block-device-mapping/ami HTTP/1.1,200,119,0,0029080
"10.11.21.126,10.11.10.1",/latest/meta-data/block-device-mapping/root HTTP/1.1,200,124,0,2206309
"10.11.21.126,10.11.10.1",/latest/meta-data/placement/ HTTP/1.1,200,134,0,2258282
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1916,0,2653639
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1874,0,1953011
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,211,0,1013889
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,2927220
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,1848371
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/7e7cc42f-3cb9-4d91-804c-f5a32d54f1c5 HTTP/1.1,200,1572,0,1838732
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2973850
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2967250
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2771640
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2650268
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2754779
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2620330
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2708549
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2557549
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2863061
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2571361
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2682309
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2644999
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2762442
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2619240
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2600479
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2538040
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2776730
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2630680
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2493019
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2702570
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,4212601
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2571011
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2608051
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2536151
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2687280
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2570262
"10.11.21.127,10.11.10.1",/openstack/2012-08-10/meta_data.json HTTP/1.1,200,264,0,2254272
"10.11.21.127,10.11.10.1",/openstack/2013-10-17 HTTP/1.1,200,157,0,2243600
"10.11.21.127,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,2370040
"10.11.21.127,10.11.10.1",/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,2475102
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1916,0,3824501
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1874,0,2152700
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,211,0,0908029
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,1983159
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1575,0,1811130
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/af5f7392-f7d4-4298-b647-c98924c64aa1 HTTP/1.1,200,1708,0,1915350
