var1,var2,var3,var4,var5,var6
10.11.10.1,/v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1,404,296,0,0934131
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1,202,733,0,5341210
10.11.10.1,/v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1,200,380,0,1011631
10.11.10.1,/v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1,404,296,0,0927291
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1,202,733,0,5053148
10.11.10.1,/v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1,200,380,0,0975678
10.11.10.1,/v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1,404,296,0,0877421
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1,202,733,0,4923580
10.11.10.1,/v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1,200,380,0,0913880
10.11.10.1,/v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1,404,296,0,0831139
10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers HTTP/1.1,202,733,0,4759691
10.11.10.1,/v2/e9746973ac574c6b8a9e8857f56a7608/os-server-external-events HTTP/1.1,200,380,0,0901439
