var1,var2
1322,10
1323,6
1324,7
1325,8
1331,10
1338,7
1334,8
1336,10
1337,6
1335,9
1358,8
1356,6
1354,9
1357,7
1355,10
1375,9
1376,10
1377,6
1387,7
1390,10
1388,8
1389,9
1393,8
1395,10
1396,6
1394,9
1397,7
1414,7
1412,10
1413,6
1448,6
1439,7
1441,9
1450,11
1449,10
1440,8
1452,7
1461,8
1462,6
1466,8
1470,7
1477,6
1476,8
1501,7
1502,6
1498,8
1499,11
1503,9
1504,8
1507,10
1512,7
1513,6
1517,7
1518,6
1520,8
1521,10
1529,9
1530,8
1528,7
1527,6
1565,9
1561,6
1563,8
1562,7
1568,13
1763,6
1786,8
1787,9
1788,6
1790,8
1789,7
1797,9
1798,6
1799,7
1800,10
1801,12
1816,9
1814,7
1813,6
1815,8
1821,6
1822,7
1823,8
1824,9
1833,7
1832,6
1834,8
1835,9
1836,6
1837,7
1851,6
1852,9
1853,7
1850,8
1861,8
1862,6
1867,8
1864,7
1868,6
1863,9
1887,8
1885,9
1888,6
1886,7
1899,7
1900,8
1901,6
1898,9
1912,9
1915,6
1913,7
1914,8
1931,7
1932,8
1933,6
1934,9
1936,8
1935,7
1937,6
1938,9
1950,9
1951,7
1949,6
1948,8
1957,8
1959,9
1958,6
1961,8
1962,6
1963,9
1964,7
1966,6
1967,9
1965,8
1970,6
1984,10
1990,9
1999,6
2000,7
1998,9
2002,8
2001,9
2005,7
2004,6
2007,8
2006,9
2008,6
2028,9
2027,7
2029,8
2030,6
2031,7
2032,9
2042,8
2045,9
2051,8
2059,7
2060,9
2061,8
2081,6
2083,8
2084,9
2760,6
2763,7
2773,6
2813,7
2815,8
2812,6
2811,9
2823,9
2824,10
2838,10
2836,9
2837,6
2840,8
2841,6
2842,9
2846,9
2843,7
2844,8
2845,6
2857,9
2854,7
2855,8
2856,6
2866,7
2867,8
2865,9
2864,6
2877,10
2883,9
2878,7
2880,8
2879,6
3667,7
3669,6
3670,8
3672,7
3673,6
3675,9
3674,8
3678,8
3681,6
3679,9
3680,7
3685,6
3698,9
3690,6
3691,8
3744,6
3747,8
3754,12
3755,13
3753,10
3752,9
3746,7
4596,8
4595,7
4594,6
4609,7
4608,6
4611,9
4613,7
4612,6
4615,9
4616,6
4617,7
4618,8
4634,6
4637,7
4631,9
4630,8
4820,8
4821,10
4893,7
4892,6
4907,6
4906,9
4905,8
4916,8
4917,9
4915,7
4932,6
4938,8
4935,9
4936,6
4937,7
4950,7
4961,6
4962,7
4960,9
4959,8
4974,9
4975,6
4977,8
4976,7
4984,7
4985,10
4983,6
4986,8
4991,6
4992,7
4996,7
4995,6
4998,8
4999,6
5000,7
5001,9
5002,8
5003,6
5005,9
5006,8
5007,6
5008,7
5017,8
5016,9
5018,6
5020,9
5019,7
5021,8
5022,6
5024,9
5023,7
5029,8
5030,6
5033,8
5032,9
5035,7
5034,6
5036,9
5050,8
5049,7
5048,6
5051,9
5052,10
5271,7
5270,6
5295,8
5330,9
5344,7
5347,6
5348,7
5350,9
5349,8
5352,7
5351,6
5366,9
5365,8
5367,6
5368,7
5384,7
5385,8
5386,9
5387,6
5388,10
5404,8
5405,9
5418,6
5419,7
5417,9
5416,8
5426,6
5425,9
5428,8
5429,9
5430,6
5434,6
5433,9
5435,7
5432,8
5470,9
5469,8
5474,9
5475,6
5482,9
5480,7
5479,6
5481,8
5484,7
5483,6
5497,7
5495,9
5494,8
5496,6
5499,9
5498,8
5500,6
5503,10
5515,7
5516,8
5517,6
5518,9
5527,7
5526,9
5538,9
5565,9
5563,7
5562,6
5564,8
5567,12
5568,13
5566,10
5579,6
5592,8
5593,9
5616,6
5617,7
5618,8
5785,6
5786,7
5790,7
5788,9
5789,6
5787,8
5798,8
5811,6
5810,9
5817,8
5816,7
5825,9
5826,6
5845,7
5856,8
5877,9
5876,8
5878,6
5875,7
5893,9
5892,8
5901,9
5899,7
5900,8
5898,6
5912,7
5914,9
5915,6
5917,8
5916,7
5919,6
5918,9
5925,8
5923,6
5924,7
5922,9
5935,9
5936,6
5938,8
5937,7
5940,6
5939,9
5942,8
5941,7
5954,7
5953,6
5956,9
5957,6
5955,8
5961,6
5960,9
5968,9
5965,6
5967,8
5969,10
5966,7
5970,6
5971,7
5972,8
5981,9
5982,6
5984,8
5985,9
5992,8
5993,9
5990,6
5991,7
5995,7
5996,8
5997,9
5998,6
5999,7
6007,7
6006,6
6005,9
6008,8
6009,9
6011,7
6010,6
6028,9
6036,9
6033,6
6035,8
6034,7
6038,7
6037,6
6039,10
6043,9
6042,7
6041,6
6044,8
6052,6
6053,7
6054,9
6055,8
6063,8
6062,9
6069,7
6070,9
6071,8
6100,7
6101,8
6099,6
6115,10
6259,6
6260,7
6261,8
6277,7
6276,6
6280,7
6278,8
6279,6
6285,8
6293,6
6294,7
6297,7
6295,8
6296,6
6302,8
6310,6
6315,6
6316,7
6314,8
6333,8
6335,7
6339,8
6340,6
6338,7
6351,8
6350,7
6368,8
6367,7
6366,6
6387,7
6386,6
6385,8
6400,7
6399,6
6398,8
6420,6
6421,7
6422,8
6434,7
6433,6
6435,8
6437,7
6443,7
6442,6
6453,10
6451,7
6452,8
6561,10
6569,8
6568,7
6577,7
6578,8
6585,7
6586,8
6595,8
6594,7
6601,8
6600,7
6609,7
6639,7
6638,8
6652,7
6651,8
6670,7
6669,8
6684,7
6688,8
6689,7
6707,8
6708,7
6719,7
6718,8
6725,7
6724,8
6733,8
6740,7
6741,8
6750,8
6749,7
6751,10
6780,7
6784,8
6791,8
6790,7
