var1,var2,var3,var4,var5
691517018986659607,10.251.195.70,59379,10.251.195.70,50010
5977008528949258706,10.251.214.32,43860,10.251.214.32,50010
271142976916798281,10.251.70.112,50176,10.251.70.112,50010
6398122733993275620,10.251.111.80,53737,10.251.111.80,50010
2972699288862031202,10.250.5.161,51077,10.250.5.161,50010
-4956232013010963754,10.251.126.22,58984,10.251.126.22,50010
-1753161039594546561,10.251.203.149,33685,10.251.203.149,50010
-8198423074054354279,10.251.203.149,46429,10.251.203.149,50010
-8563999607069929505,10.251.107.19,60076,10.251.107.19,50010
5272731391668336674,10.250.6.191,46509,10.250.6.191,50010
8752665860595246441,10.251.70.5,44006,10.251.70.5,50010
-3612946656596896413,10.251.105.189,48488,10.251.105.189,50010
5816171803790152026,10.251.194.102,43940,10.251.194.102,50010
1744485040428751334,10.250.5.237,52234,10.250.5.237,50010
1394107495884949139,10.250.10.100,33314,10.250.10.100,50010
1057763407402503745,10.251.30.134,36059,10.251.30.134,50010
-6927870228542972281,10.250.7.230,41059,10.250.7.230,50010
6672666770563118759,10.251.71.68,44457,10.251.71.68,50010
4783621682384104986,10.251.193.224,52556,10.251.193.224,50010
8235751201501175836,10.250.11.194,37449,10.250.11.194,50010
-8838161455213213548,10.251.199.150,58165,10.251.199.150,50010
7535677865140289610,10.251.26.131,47660,10.251.26.131,50010
102441832197223997,10.251.123.195,49611,10.251.123.195,50010
-931590117143327078,10.251.42.191,44480,10.251.42.191,50010
1727371778357941761,10.251.126.255,42844,10.251.126.255,50010
-7820996703068538967,10.251.35.1,59569,10.251.35.1,50010
2735034460607366827,10.251.91.15,57370,10.251.91.15,50010
-7486746679002157277,10.251.42.207,57669,10.251.42.207,50010
-8876879715755468215,10.251.111.80,43834,10.251.111.80,50010
591323161994959677,10.251.195.33,50123,10.251.195.33,50010
7733243482102436613,10.250.6.223,34069,10.250.6.223,50010
2980964138205299397,10.251.110.196,53450,10.251.110.196,50010
-2746863406163228797,10.251.39.160,35642,10.251.39.160,50010
3067558337579347170,10.250.6.191,34137,10.250.6.191,50010
8992894896370738220,10.251.43.210,54766,10.251.43.210,50010
-7230947007726948080,10.251.29.239,53564,10.251.29.239,50010
1869228153483717375,10.251.203.4,56599,10.251.203.4,50010
8942969309743886844,10.251.110.68,58266,10.251.110.68,50010
6868050965297613251,10.251.201.204,47734,10.251.201.204,50010
-7266711648018793699,10.251.31.242,47086,10.251.31.242,50010
9146254623576405494,10.250.7.146,60294,10.250.7.146,50010
-7411687001739959508,10.251.122.65,46080,10.251.122.65,50010
-4434479572312007079,10.251.30.101,60539,10.251.30.101,50010
-3673133694834392576,10.251.109.209,49088,10.251.109.209,50010
6085274723649229095,10.251.127.191,51113,10.251.127.191,50010
5641239200978828454,10.251.42.9,51808,10.251.42.9,50010
-8852638972311349374,10.251.107.227,46913,10.251.107.227,50010
-719498947487451844,10.251.125.193,52079,10.251.125.193,50010
6988110707613820142,10.251.123.132,47658,10.251.123.132,50010
-2192382893903170466,10.251.201.204,36915,10.251.201.204,50010
6628512193350164674,10.251.73.220,33460,10.251.73.220,50010
6107935679779418195,10.251.43.115,55925,10.251.43.115,50010
4959462704623252283,10.251.125.174,44166,10.251.125.174,50010
-3261177124784025140,10.251.29.239,43937,10.251.29.239,50010
-3486808304671603275,10.251.30.85,37518,10.251.30.85,50010
6563909003697001371,10.251.39.144,48872,10.251.39.144,50010
-7355153279766988632,10.251.194.245,35876,10.251.194.245,50010
-4854562124894030819,10.250.10.100,40486,10.250.10.100,50010
1345503778930512538,10.251.75.163,40307,10.251.75.163,50010
728165942214842306,10.251.30.179,57828,10.251.30.179,50010
-3157541550945505354,10.251.125.193,45917,10.251.125.193,50010
-5078186985701364847,10.251.37.240,35757,10.251.37.240,50010
7193551490488433552,10.251.74.227,44191,10.251.74.227,50010
-5003122231679852524,10.250.7.230,51033,10.250.7.230,50010
-8915123233040672605,10.250.10.176,58294,10.250.10.176,50010
-3172594752427649592,10.251.198.196,57807,10.251.198.196,50010
-4673509946769671609,10.251.30.85,34022,10.251.30.85,50010
-8584158329012779023,10.250.19.16,50122,10.250.19.16,50010
-4468166796563085237,10.251.215.50,53705,10.251.215.50,50010
7572868180557515526,10.251.214.130,38983,10.251.214.130,50010
-5817942497672492100,10.251.107.19,35639,10.251.107.19,50010
4742178675580222210,10.251.42.9,60232,10.251.42.9,50010
1321799290531408498,10.251.126.255,43447,10.251.126.255,50010
-6884056342993438262,10.251.193.175,46638,10.251.193.175,50010
-4831379247767940447,10.251.65.237,42885,10.251.65.237,50010
7347539858784653625,10.250.11.194,46600,10.250.11.194,50010
3235988328669699941,10.251.199.159,43276,10.251.199.159,50010
-5808893254440551816,10.250.11.194,53256,10.250.11.194,50010
4233013542759682998,10.251.109.209,48041,10.251.109.209,50010
995094303184954394,10.251.91.84,35590,10.251.91.84,50010
4149909442914612270,10.251.195.33,55490,10.251.195.33,50010
-852118157909078164,10.251.30.101,57254,10.251.30.101,50010
8473858691873523269,10.250.11.53,60609,10.250.11.53,50010
7580930377559819562,10.251.110.68,54793,10.251.110.68,50010
-2901266958756042716,10.251.110.160,35787,10.251.110.160,50010
-8974021306351083168,10.251.91.15,40699,10.251.91.15,50010
9121519145462575118,10.250.10.223,58281,10.250.10.223,50010
-878226404201600469,10.250.7.96,40849,10.250.7.96,50010
3542047035353248258,10.250.6.214,59051,10.250.6.214,50010
8574493302165689212,10.251.194.245,34656,10.251.194.245,50010
8222237992861447018,10.251.203.4,60086,10.251.203.4,50010
6556854018013706836,10.251.202.134,48721,10.251.202.134,50010
-2583370070230800221,10.251.31.160,58714,10.251.31.160,50010
392347292517057138,10.251.31.160,58721,10.251.31.160,50010
5525607749827896334,10.251.66.102,33326,10.251.66.102,50010
-3187293586306086277,10.251.35.1,50933,10.251.35.1,50010
-7914996925059840931,10.251.91.15,59714,10.251.91.15,50010
-4473277914543734578,10.251.215.16,34762,10.251.215.16,50010
323887415551221572,10.251.39.144,46278,10.251.39.144,50010
-7539658633533020967,10.250.5.161,52151,10.250.5.161,50010
4414644179961808738,10.251.107.98,46161,10.251.107.98,50010
7661189768086976193,10.251.195.52,56915,10.251.195.52,50010
-7418372263556457716,10.251.89.155,53560,10.251.89.155,50010
-3417101330634563680,10.251.110.68,44200,10.251.110.68,50010
2147212041377545584,10.251.75.49,34485,10.251.75.49,50010
1463530401988623658,10.251.111.37,41293,10.251.111.37,50010
-1728983474612515818,10.251.70.211,39459,10.251.70.211,50010
8007544297333060851,10.251.90.134,47340,10.251.90.134,50010
4599950495841528213,10.251.194.102,59433,10.251.194.102,50010
-7815259387557421424,10.250.13.240,50649,10.250.13.240,50010
3358274959811806117,10.251.106.214,51334,10.251.106.214,50010
8907528844412790999,10.251.126.227,42572,10.251.126.227,50010
-337665304078248571,10.251.106.37,55462,10.251.106.37,50010
-1657856234642335063,10.251.38.197,44516,10.251.38.197,50010
-2989288139685694818,10.250.19.227,60160,10.250.19.227,50010
6245594177708848366,10.250.15.198,46793,10.250.15.198,50010
-5029807829679779067,10.251.122.79,49600,10.251.122.79,50010
-3657751236932275338,10.251.123.99,50481,10.251.123.99,50010
3941798034503185737,10.250.11.85,42358,10.250.11.85,50010
6491424745418112176,10.251.214.130,57008,10.251.214.130,50010
-4526931594457272384,10.251.43.147,40348,10.251.43.147,50010
-11867600358649678,10.251.75.79,46421,10.251.75.79,50010
-116589515245909549,10.251.203.179,33198,10.251.203.179,50010
-764747190320632607,10.251.127.191,49914,10.251.127.191,50010
-3752135158991310104,10.251.70.5,44375,10.251.70.5,50010
-8649503431827393598,10.251.199.19,48778,10.251.199.19,50010
-1868325377308234190,10.251.42.207,50666,10.251.42.207,50010
9076677650086747187,10.251.35.1,52094,10.251.35.1,50010
3181161977343808286,10.251.43.21,40127,10.251.43.21,50010
6807535563873595117,10.250.17.177,48934,10.250.17.177,50010
7513976340045981966,10.251.42.207,36468,10.251.42.207,50010
7780461223860192433,10.251.127.191,58148,10.251.127.191,50010
92273823183917102,10.250.15.67,53441,10.250.15.67,50010
3016571528120363023,10.251.194.102,60235,10.251.194.102,50010
-7678242108759603056,10.251.125.193,33553,10.251.125.193,50010
-7526023914950151999,10.250.5.161,48457,10.250.5.161,50010
-6380328072112550668,10.250.6.191,37701,10.250.6.191,50010
313888672758374538,10.251.39.179,40031,10.251.39.179,50010
7924393760966842810,10.251.202.209,59148,10.251.202.209,50010
-1690784932539647416,10.251.31.180,50205,10.251.31.180,50010
5256716488526744434,10.251.73.220,42064,10.251.73.220,50010
3020717811556957482,10.251.90.81,48077,10.251.90.81,50010
-8123824094195108685,10.251.194.213,54308,10.251.194.213,50010
2080318574920472813,10.251.39.64,40530,10.251.39.64,50010
-5646228903161999640,10.251.71.97,60870,10.251.71.97,50010
-6250368566161066085,10.251.31.180,42992,10.251.31.180,50010
-6213380972217661202,10.251.203.149,40478,10.251.203.149,50010
-1133573997287815203,10.251.123.195,59430,10.251.123.195,50010
1074754942323612586,10.251.202.181,45279,10.251.202.181,50010
-7727864185516010230,10.251.43.192,36039,10.251.43.192,50010
5335498635665743905,10.251.73.220,50095,10.251.73.220,50010
-5144503768267321004,10.251.107.19,36862,10.251.107.19,50010
-2506231977021079951,10.251.31.160,57634,10.251.31.160,50010
4284688617983009262,10.251.91.32,57548,10.251.91.32,50010
-2313277713021896570,10.251.123.195,58823,10.251.123.195,50010
-7350482598011027441,10.250.7.96,41476,10.250.7.96,50010
345577139488306634,10.251.37.240,38873,10.251.37.240,50010
-9092685890953655332,10.250.15.240,43274,10.250.15.240,50010
-4473020641607592551,10.251.42.191,48114,10.251.42.191,50010
2737505352081488746,10.251.194.245,52516,10.251.194.245,50010
1407935810673971357,10.251.123.99,54184,10.251.123.99,50010
-8879979113392880065,10.251.202.181,33345,10.251.202.181,50010
-4334868513923498900,10.251.91.15,35440,10.251.91.15,50010
2380775154966815858,10.251.107.50,33333,10.251.107.50,50010
9131004320470011870,10.251.123.132,52815,10.251.123.132,50010
-8838632285969241889,10.251.43.21,35844,10.251.43.21,50010
9074726164158535746,10.251.214.32,34409,10.251.214.32,50010
-8703611999267892995,10.250.15.101,32889,10.250.15.101,50010
-2667669005094349452,10.251.203.149,41751,10.251.203.149,50010
2208589726473895860,10.251.199.245,33914,10.251.199.245,50010
-6618090096819679591,10.251.214.67,58610,10.251.214.67,50010
8452214765874767801,10.251.38.197,60409,10.251.38.197,50010
-663653551898848389,10.251.203.149,42756,10.251.203.149,50010
-5836693155656083066,10.251.214.67,41233,10.251.214.67,50010
-7228803354694123939,10.251.195.70,50389,10.251.195.70,50010
-5439682406172672049,10.251.42.207,36091,10.251.42.207,50010
-7492294065771709299,10.251.203.149,41058,10.251.203.149,50010
6400082566804273401,10.251.38.214,42160,10.251.38.214,50010
-6608350831463251448,10.251.107.196,43317,10.251.107.196,50010
8087142318511408355,10.250.15.67,55334,10.250.15.67,50010
6413965758113058023,10.251.199.150,45184,10.251.199.150,50010
-5145508449157510071,10.251.203.246,48508,10.251.203.246,50010
6108023147232847992,10.251.42.9,43819,10.251.42.9,50010
-8834022217832819265,10.251.105.189,53216,10.251.105.189,50010
2824047463816148563,10.251.42.84,35776,10.251.42.84,50010
3248835454898465560,10.251.42.84,40950,10.251.42.84,50010
1606295458729964667,10.251.214.32,47910,10.251.214.32,50010
8116683912654412228,10.251.39.179,42019,10.251.39.179,50010
-4657886075935807358,10.251.31.160,53084,10.251.31.160,50010
8201813022998766557,10.251.203.4,51404,10.251.203.4,50010
-3884471885525630813,10.251.106.50,60327,10.251.106.50,50010
8596624696139957935,10.251.214.175,41468,10.251.214.175,50010
5989505185938770383,10.251.67.4,53429,10.251.67.4,50010
2377944115560974127,10.251.75.163,55681,10.251.75.163,50010
3322875843051058970,10.250.7.244,40195,10.250.7.244,50010
-7646004878694144580,10.251.202.181,47130,10.251.202.181,50010
-7389979618829759505,10.251.127.47,58395,10.251.127.47,50010
-8475679647841427708,10.251.75.49,58661,10.251.75.49,50010
-7238035741206373733,10.251.202.209,59561,10.251.202.209,50010
5216491057643255876,10.251.105.189,55126,10.251.105.189,50010
-7293871043749246063,10.251.193.175,59757,10.251.193.175,50010
5881782374981838094,10.251.214.18,43091,10.251.214.18,50010
3846795603907041885,10.250.10.176,47296,10.250.10.176,50010
6417614801998326532,10.251.214.67,48694,10.251.214.67,50010
-3738901473077208093,10.251.199.150,49679,10.251.199.150,50010
-7460532841070848624,10.250.15.67,55076,10.250.15.67,50010
-7623732795385061487,10.251.122.65,40641,10.251.122.65,50010
7713504868233504097,10.251.127.191,36437,10.251.127.191,50010
7996616083434301906,10.251.123.195,53947,10.251.123.195,50010
706826531153199550,10.250.5.161,58254,10.250.5.161,50010
-5957060034695163774,10.251.29.239,56334,10.251.29.239,50010
-2250942073136893488,10.251.126.22,59179,10.251.126.22,50010
8083872765147994327,10.250.15.67,41990,10.250.15.67,50010
-8323785930877970805,10.250.13.240,40589,10.250.13.240,50010
-7227576651324043655,10.251.107.227,40740,10.251.107.227,50010
7891129742741763034,10.251.107.227,57000,10.251.107.227,50010
1512136249403454074,10.250.7.244,47958,10.250.7.244,50010
-8162657657061473938,10.251.26.131,35484,10.251.26.131,50010
9034824096129858680,10.250.6.223,45371,10.250.6.223,50010
469126362137371425,10.251.199.245,53897,10.251.199.245,50010
-7911408976820434495,10.251.42.191,35834,10.251.42.191,50010
1122812501843755360,10.251.198.196,51036,10.251.198.196,50010
5983149244832683042,10.251.42.191,52748,10.251.42.191,50010
5781019224640206392,10.250.11.194,37060,10.250.11.194,50010
-1733026139299872187,10.251.29.239,52800,10.251.29.239,50010
2166777223671724319,10.251.214.175,52741,10.251.214.175,50010
3808164640986377400,10.251.75.79,36685,10.251.75.79,50010
-5892603381347650390,10.250.14.143,57484,10.250.14.143,50010
6585429064641693815,10.250.10.6,38158,10.250.10.6,50010
-4967783186426171722,10.251.39.192,57105,10.251.39.192,50010
-4861262918414696307,10.251.198.196,34168,10.251.198.196,50010
2583600095045026513,10.250.15.67,59629,10.250.15.67,50010
465845235850106928,10.251.70.112,39499,10.251.70.112,50010
4820650745157199554,10.251.127.243,49726,10.251.127.243,50010
-4655280636272058732,10.251.26.8,48892,10.251.26.8,50010
-6135061626100136978,10.251.31.180,48900,10.251.31.180,50010
-5057534532247887258,10.250.5.237,45766,10.250.5.237,50010
-4365612131648152536,10.251.107.227,57736,10.251.107.227,50010
3598226258881465924,10.251.199.159,41752,10.251.199.159,50010
-7764040409370932316,10.251.125.237,58496,10.251.125.237,50010
931297048899943584,10.251.67.113,54324,10.251.67.113,50010
1859772752119590543,10.251.42.246,57741,10.251.42.246,50010
5565611615515783341,10.251.126.5,35656,10.251.126.5,50010
-8571819028995448536,10.251.197.226,34801,10.251.197.226,50010
-3265479347842446682,10.250.14.224,47278,10.250.14.224,50010
3972778210951456006,10.251.121.224,56526,10.251.121.224,50010
-7048088870427586736,10.250.10.100,56512,10.250.10.100,50010
-178934379749864379,10.251.71.97,55517,10.251.71.97,50010
8303284829424905326,10.251.70.37,47359,10.251.70.37,50010
-5224756755359850354,10.251.43.192,38028,10.251.43.192,50010
2583125615128303019,10.251.71.97,54431,10.251.71.97,50010
4198733391373026104,10.251.106.10,46843,10.251.106.10,50010
-295306975763175640,10.250.9.207,53270,10.250.9.207,50010
4343207286455274569,10.250.9.207,59759,10.250.9.207,50010
