var1,var2
0,-7778922135767840250
1,4178945095089206682
2,-3363550789841756902
1,-2680500627064966252
1,-8638442557570632582
2,-4578850505370039622
0,-4411589101766563890
2,-8225435781013159573
2,-2268450354164990110
0,-805262942087665153
2,-8435779070374485499
2,-4424971182856566289
0,2040222317555585426
2,2953550760670423417
1,-5580322334454533924
1,7500282100357271699
0,-1067234447809438340
0,-1096621677333075077
1,2151150262081352617
2,-6811828069408410657
1,-7200400342436668240
0,2508619583759354778
2,6123232805286187512
1,6818232325322327288
2,-615578808743808725
1,-9098645110390099509
2,-6220821375880228145
1,8854625173826438305
2,-8389657728641837382
1,-8364400144313355814
0,4877808040461609832
2,1077394056781488
2,-7256345477493725857
0,-8329840785892216949
0,8254500345987409515
1,2016964533702776852
1,-352190670750948803
1,6975937964598933356
0,-4289592006812254261
1,5114572025256210948
0,-4684475480143348818
0,-7937864120968665564
1,8459274965060101250
1,6030936529326346827
1,-7269672042149855641
0,-41928108292416895
1,2096030750186708493
2,-5504500392858491441
2,-3710747952520609225
0,707166530951154301
0,2241654010576170013
1,-2068111211565768713
1,-8568673600040025636
2,1508705816376906895
1,2128110944185709079
1,871974742726663441
2,8049943837789435742
2,-8246207776580662770
0,-85872290979354091
1,7078766226078740026
2,-5722491454804415982
0,8550326614414622861
0,-6525012344542022819
2,-1049340855430710153
1,703049809255765647
0,283922378823540530
0,7625391056418655045
0,-4582442491366282435
0,-7587189852169913514
2,8487226415276391460
0,2096199637324483321
2,3433046099598424314
1,3922791077126964673
0,7412933088374169877
2,-7319442762668598889
1,-808401720390253471
0,-917268749136585019
1,-5263787695149681326
2,4786794545180705888
0,703387617548630438
1,5689516499354445029
0,-1910608563003942187
1,7901008236334420364
0,6204056282927975796
2,215466486430758887
1,-8969188698416564850
1,-5144548163293169177
0,-2268477281422551537
2,6791628131402590260
0,34905976850091068
1,8882415653769775762
2,4207359722112667226
2,5454423648092670683
1,4565822428702518889
1,-3967261531426400230
2,-5799866343936729403
0,3378157549705391333
2,1259893634804870815
2,412956398445037066
2,2833019093942278701
1,-1484647023667047838
0,406835586147450451
1,1216611589160220108
1,-191333338640084691
0,1408672604432845193
0,2026200052147887341
0,712730845180531820
2,8418106412701718933
1,-800664075087524591
1,-3228470001178394592
0,-9001895211102825241
1,-2025617675484194470
0,5225719677049010638
