var1,var2,var3,var4
10.251.203.149,50010,-6247364168500873179,67108864
10.251.125.237,50010,4234385041723406944,67108864
10.250.10.100,50010,-8502460962248995911,28489733
10.251.214.32,50010,1389634598105954660,67108864
10.251.42.9,50010,-1435656632270396446,28490269
10.250.7.96,50010,4553790855855864497,67108864
10.251.195.70,50010,4318179566727871532,67108864
10.251.123.33,50010,-2916658835497879256,67108864
10.251.111.209,50010,4069436988023676023,67108864
10.251.27.63,50010,7838843222458775811,67108864
10.251.66.102,50010,-8022986908643041177,67108864
10.251.31.242,50010,-5400783031085008882,67108864
10.251.26.131,50010,-4174618838156947380,67108864
10.251.71.193,50010,7415823309220171667,67108864
10.251.38.197,50010,-5427918313707752877,67108864
10.251.105.189,50010,-3275237990609680332,67108864
10.251.73.220,50010,578261619176233743,67108864
10.251.73.188,50010,-3897674589140998025,67108864
10.250.17.225,50010,-3573208405519699182,67108864
10.251.214.67,50010,4154740411570608045,67108864
10.251.203.179,50010,8188837227311063557,67108864
10.251.42.191,50010,-4208396523159735354,67108864
10.251.75.143,50010,2618566506268332756,67108864
10.250.13.188,50010,5971534893446541111,67108864
10.251.70.37,50010,300967862449910205,67108864
10.250.19.227,50010,2059389709317340334,67108864
10.251.70.5,50010,-4092973201423074374,67108864
10.251.30.6,50010,3585424189730250601,67108864
10.251.106.10,50010,1151012386083696649,67108864
10.251.73.188,50010,8761786041973172187,67108864
10.251.70.211,50010,-5471660287004025096,67108864
10.251.39.144,50010,-5542336029922582303,67108864
10.251.123.33,50010,-6442394521537090621,67108864
10.251.91.84,50010,6039898256291822367,67108864
10.251.126.5,50010,-989798817617753264,67108864
10.251.214.112,50010,8063831442998721547,67108864
10.251.198.33,50010,-5159573936338473350,67108864
10.251.195.33,50010,-9049344623659872649,67108864
10.251.107.19,50010,5574898547439146021,67108864
10.251.105.189,50010,-2035996502664501008,67108864
10.251.91.84,50010,-2321016155994168744,67108864
10.251.42.84,50010,5938666289587069744,67108864
10.251.43.115,50010,-7893636450787030202,67108864
10.250.15.198,50010,4992622607400168655,67108864
10.251.39.160,50010,1865953191447352631,67108864
10.251.71.68,50010,8850044049297409379,67108864
10.251.67.113,50010,-8393060055740236791,67108864
10.251.122.38,50010,-5861348317118763621,28500222
10.250.7.230,50010,6238543795209416553,67108864
10.251.127.243,50010,-5882295985950637419,67108864
10.251.90.239,50010,-5927343391895571936,67108864
10.251.215.192,50010,-1704027189958470814,67108864
10.251.106.50,50010,-2023442822091562967,67108864
10.251.198.196,50010,1779145401405339993,28499417
10.251.199.159,50010,7705518309270121951,67108864
10.250.7.32,50010,3849239820458663566,67108864
10.251.75.79,50010,-5718873743060788176,67108864
10.251.39.64,50010,207875475387433291,67108864
10.251.199.225,50010,-7115635482536854135,67108864
10.251.74.227,50010,1594026090263820445,67108864
10.251.193.224,50010,-6299730951392868297,67108864
10.251.194.213,50010,-3575568207121859434,67108864
10.251.91.159,50010,-5739126205963920408,67108864
10.251.38.53,50010,7430820184211246929,67108864
10.251.199.19,50010,6748710057489679257,67108864
10.251.39.209,50010,1833093108290599780,67108864
10.250.7.146,50010,9163807899833139121,67108864
10.251.31.242,50010,5390763359901143305,67108864
10.250.11.194,50010,2430417102497887445,67108864
10.251.214.18,50010,-747046374856916711,67108864
10.251.110.160,50010,-1675768179383804109,67108864
10.251.67.113,50010,9060964400089016309,67108864
10.251.214.67,50010,-1417908110808566576,67108864
10.251.26.177,50010,-6338549285508312302,3530010
10.251.30.179,50010,-900758580041645081,3543900
10.251.66.3,50010,1756478622414930264,67108864
10.251.127.47,50010,-6555060221133060529,67108864
10.250.15.240,50010,-7637577152926063076,67108864
10.251.199.245,50010,-7909610753867924116,67108864
10.250.11.100,50010,3222673463853349950,67108864
10.251.26.8,50010,-5963475042722370536,67108864
10.251.199.159,50010,-4455205822455130625,67108864
10.251.127.243,50010,1512923509505250283,67108864
10.251.90.134,50010,5955377624764578810,67108864
10.251.109.209,50010,3764801892187716497,67108864
10.250.6.223,50010,-4052810234606327693,67108864
10.250.10.144,50010,3243316191092266549,67108864
10.251.43.21,50010,3206064173813164493,67108864
10.251.26.177,50010,6928449948805597176,67108864
10.251.203.246,50010,-6909400912794057067,67108864
10.251.43.192,50010,8249475180346179102,67108864
10.251.73.220,50010,5953577136151423920,67108864
10.250.15.101,50010,-6540455811923725840,67108864
10.251.123.1,50010,6308888821787547357,67108864
10.251.91.229,50010,-4651707530079874243,67108864
10.251.215.70,50010,-420818767915591010,67108864
10.251.42.16,50010,3954386352306480748,67108864
10.251.105.189,50010,4812792845864526586,67108864
10.251.70.211,50010,5570475465835003801,67108864
10.251.31.242,50010,-4342304152206614489,67108864
10.251.71.240,50010,-5580048401594934039,67108864
10.251.39.242,50010,6640583412927022083,67108864
10.251.65.203,50010,-1332315107905285608,67108864
10.251.74.134,50010,2740792916077430444,28482383
10.251.203.166,50010,-2332150303475653460,67108864
10.251.199.86,50010,4330492872922862223,67108864
10.251.31.5,50010,5813361416484537967,67108864
10.251.71.193,50010,4577632468651859430,67108864
10.251.111.37,50010,-524128780228307052,67108864
10.251.202.209,50010,111759050707136656,67108864
10.251.75.143,50010,2312679955495839894,67108864
10.251.75.143,50010,7434237665308221519,67108864
10.250.6.214,50010,4893049344332234616,67108864
10.251.214.130,50010,-9056748866943837167,67108864
10.251.126.22,50010,-8298519990603402919,67108864
10.251.27.63,50010,-7985144765168396303,67108864
10.251.107.242,50010,-5773244829531118765,67108864
10.251.90.64,50010,-8923923031063738809,67108864
10.250.15.101,50010,-5352085087037370841,67108864
10.251.122.79,50010,-3622135859810774312,67108864
10.251.107.227,50010,5781791720343455145,67108864
10.251.214.225,50010,8323519561483823145,67108864
10.251.42.16,50010,-3253005280055520211,67108864
10.251.65.203,50010,4777657900314457675,3546628
10.251.90.239,50010,-2281067667503210140,67108864
10.251.39.144,50010,1526403491950199810,3534443
10.251.106.37,50010,-4510259260131940043,3552141
10.251.30.179,50010,-4347054230277727863,67108864
10.251.125.193,50010,-8657800226489501791,3550839
10.251.127.243,50010,-719178972315562824,67108864
10.251.67.4,50010,9093176996492793041,67108864
10.250.7.32,50010,-2125743956855238111,67108864
10.250.7.244,50010,-4875138366845786590,67108864
10.250.7.244,50010,6095704128062577668,28484260
10.251.197.226,50010,7275457888263057111,67108864
10.251.109.209,50010,1129715194117079802,67108864
10.251.66.192,50010,-4405302133414008227,67108864
10.251.215.50,50010,6675543598756975559,67108864
10.251.66.102,50010,-1932467763723526131,67108864
10.251.214.67,50010,-5961895238114806886,28508403
10.251.107.19,50010,-2654726224018724510,67108864
10.251.67.225,50010,-3955287039966096707,67108864
10.251.75.143,50010,-1379379987510648393,67108864
10.251.43.192,50010,8521306385156958668,67108864
10.251.203.149,50010,-7282356322111075290,67108864
10.251.122.65,50010,-5330522460969948971,67108864
10.251.31.5,50010,-1821104627978106102,67108864
10.251.214.67,50010,-8483420270408348004,67108864
10.251.121.224,50010,3134656542322449478,67108864
10.251.90.134,50010,-3184700311670257792,67108864
10.251.25.237,50010,-1496429201748767714,67108864
10.251.214.130,50010,-4427507243535536615,67108864
10.250.6.214,50010,5963655886023015963,67108864
10.251.30.134,50010,-5214060566378896158,67108864
10.251.71.16,50010,-6464763289185102366,67108864
10.251.30.6,50010,-2345355483730155757,67108864
10.250.17.177,50010,4385764838827095986,3541872
10.251.126.22,50010,707166530951154301,67108864
10.251.27.63,50010,-7794786562417612249,67108864
10.251.91.32,50010,-8127580564011467092,67108864
10.251.107.242,50010,621685330749869453,67108864
10.250.7.230,50010,8663640697928077697,67108864
10.250.11.100,50010,3406384548372443486,67108864
10.251.193.175,50010,2460145905812664251,67108864
10.250.7.96,50010,4641147544753118391,67108864
10.251.111.228,50010,-1237539644269634790,67108864
10.251.65.203,50010,8005746184358076390,67108864
10.251.194.102,50010,-7522572236891389139,67108864
10.250.10.223,50010,-1948505589144820414,67108864
10.251.202.209,50010,-6224982681533811277,67108864
10.251.107.196,50010,-2843780069100181052,67108864
10.251.74.192,50010,7439201509602018752,67108864
10.251.30.6,50010,1119272693889755844,67108864
10.251.110.160,50010,-2852294661215451806,67108864
10.250.15.240,50010,8512974147315737844,67108864
10.251.66.3,50010,-4970213618915792510,67108864
10.250.13.240,50010,4170936278386288557,67108864
10.251.39.192,50010,-3888538223380979891,67108864
10.251.203.129,50010,6170586659371027531,67108864
10.251.123.33,50010,1447281351164457761,67108864
10.251.89.155,50010,-5455316994110506037,67108864
10.251.73.220,50010,1303107722036031233,67108864
10.250.11.100,50010,-4595094649363595358,67108864
10.251.42.207,50010,2119401975697524206,67108864
10.251.73.220,50010,4473390551542202999,67108864
10.251.91.32,50010,423916008836295480,67108864
10.250.17.177,50010,5733038550092620376,67108864
10.251.197.226,50010,-23492739449820023,67108864
10.251.122.79,50010,-2895171018912807248,67108864
10.251.197.161,50010,-3724350946705225881,67108864
10.251.107.196,50010,-6308508598639278892,67108864
10.250.11.100,50010,-1970947032352756307,67108864
10.251.39.160,50010,-3510473878877779134,67108864
10.250.6.223,50010,-6390296685077811803,3546314
10.251.42.207,50010,-6314365697827006048,67108864
10.251.29.239,50010,-409558225151784282,67108864
10.250.6.223,50010,7474737521119026445,67108864
10.251.214.67,50010,-8428590803682810851,67108864
10.251.123.132,50010,8527475857502481768,67108864
10.251.127.243,50010,1793140687921032046,67108864
10.251.126.5,50010,4361294871479973840,67108864
10.250.6.4,50010,-6945615463687647586,67108864
10.250.10.6,50010,8527562124953828227,67108864
10.251.30.134,50010,2749066163012162435,67108864
10.251.111.228,50010,-1305222006484630743,67108864
10.251.215.192,50010,2015610615789582788,67108864
10.251.75.49,50010,-2959268996938658555,15715490
10.250.13.240,50010,2593937801738981947,67108864
10.251.71.193,50010,5489815612272797790,67108864
10.251.30.101,50010,6451403582950672007,67108864
10.251.111.130,50010,5646792755154529338,67108864
10.251.67.225,50010,-6325232815283133921,67108864
10.251.29.239,50010,-762982068597249045,67108864
10.251.90.64,50010,1441315972355360459,67108864
