var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15
40000500,ffffffff,80000508,40000500,c0000008,0,0,0,0,720,1280,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
0,1,40000500,40000500,0,0,0,0,0,0,0,0,0,0,0
708,ffffffff,40000500,708,40000208,0,0,0,0,720,1280,0,0,0,0
c0000700,ffffffff,708,c0000700,c0000008,0,0,0,0,720,1280,0,0,0,0
