var1,var2,var3,var4
0.0,21.0,853,2348
1.0,21.0,867,2333
3.0,21.0,878,2333
4.0,21.0,879,2333
2.0,21.0,877,2333
0.0,22.0,886,2667
1.0,22.0,900,2667
2.0,22.0,912,2667
4.0,22.0,919,2667
3.0,22.0,918,2667
0.0,23.0,926,2211
2.0,23.0,951,2223
3.0,23.0,958,2223
4.0,23.0,959,2223
1.0,23.0,940,2223
3.0,24.0,1012,2364
4.0,24.0,1026,2364
1.0,24.0,984,2364
2.0,24.0,998,2364
0.0,24.0,970,2364
44.0,24.0,1129,2364
43.0,24.0,1128,2364
40.0,24.0,1125,2364
42.0,24.0,1127,2364
41.0,24.0,1126,2364
83.0,24.0,1138,2364
84.0,24.0,1141,2364
80.0,24.0,1135,2364
82.0,24.0,1137,2364
81.0,24.0,1136,2364
124.0,24.0,1151,2364
120.0,24.0,1145,2364
121.0,24.0,1146,2364
122.0,24.0,1147,2364
123.0,24.0,1150,2364
160.0,24.0,1155,2364
163.0,24.0,1158,2364
164.0,24.0,1159,2364
162.0,24.0,1157,2364
161.0,24.0,1156,2364
4.0,25.0,1199,2364
3.0,25.0,1198,2364
0.0,25.0,1166,2364
2.0,25.0,1194,2364
1.0,25.0,1180,2364
0.0,26.0,1200,2703
4.0,26.0,1204,2703
2.0,26.0,1202,2703
1.0,26.0,1201,2703
3.0,26.0,1203,2703
5.0,26.0,1205,2705
6.0,26.0,1206,2697
9.0,26.0,1209,2703
8.0,26.0,1208,2703
7.0,26.0,1207,2699
10.0,26.0,1210,2703
11.0,26.0,1211,2703
13.0,26.0,1213,2703
12.0,26.0,1212,2703
14.0,26.0,1214,2703
15.0,26.0,1215,2705
16.0,26.0,1216,2701
17.0,26.0,1217,2701
18.0,26.0,1218,2703
19.0,26.0,1219,2705
20.0,26.0,1220,2703
22.0,26.0,1222,2703
21.0,26.0,1221,2705
23.0,26.0,1223,2703
24.0,26.0,1224,2703
25.0,26.0,1225,2705
26.0,26.0,1226,2705
27.0,26.0,1227,2701
28.0,26.0,1228,2705
29.0,26.0,1229,2705
30.0,26.0,1230,2703
32.0,26.0,1232,2703
31.0,26.0,1231,2703
34.0,26.0,1234,2703
33.0,26.0,1233,2703
35.0,26.0,1235,2705
36.0,26.0,1236,2705
37.0,26.0,1237,2705
38.0,26.0,1238,2703
39.0,26.0,1239,2703
0.0,27.0,1240,2474
4.0,27.0,1244,2685
2.0,27.0,1242,2523
3.0,27.0,1243,2651
1.0,27.0,1241,2428
5.0,27.0,1245,2721
8.0,27.0,1248,2263
6.0,27.0,1246,2220
7.0,27.0,1247,2171
9.0,27.0,1249,2427
10.0,27.0,1250,2667
11.0,27.0,1251,2402
12.0,27.0,1252,2486
14.0,27.0,1254,2404
13.0,27.0,1253,2522
15.0,27.0,1255,2523
16.0,27.0,1256,2171
19.0,27.0,1259,2517
17.0,27.0,1257,2128
18.0,27.0,1258,2349
20.0,27.0,1260,2355
21.0,27.0,1261,2486
22.0,27.0,1262,2171
24.0,27.0,1264,2592
23.0,27.0,1263,2385
27.0,27.0,1267,2182
28.0,27.0,1268,2349
26.0,27.0,1266,2267
25.0,27.0,1265,2355
29.0,27.0,1269,2349
31.0,27.0,1271,2128
32.0,27.0,1272,2801
33.0,27.0,1273,2592
30.0,27.0,1270,2859
34.0,27.0,1274,2128
35.0,27.0,1275,2430
38.0,27.0,1278,2882
37.0,27.0,1277,2349
36.0,27.0,1276,2673
39.0,27.0,1279,2267
4.0,28.0,1284,2087
2.0,28.0,1282,2087
3.0,28.0,1283,2087
0.0,28.0,1280,2087
1.0,28.0,1281,2087
6.0,28.0,1286,2087
5.0,28.0,1285,2087
7.0,28.0,1287,2087
9.0,28.0,1289,2087
8.0,28.0,1288,2087
10.0,28.0,1290,2087
12.0,28.0,1292,2087
11.0,28.0,1291,2087
14.0,28.0,1294,2087
13.0,28.0,1293,2087
15.0,28.0,1295,2087
16.0,28.0,1296,2087
17.0,28.0,1297,2087
18.0,28.0,1298,2087
19.0,28.0,1299,2087
20.0,28.0,1300,2087
21.0,28.0,1301,2087
22.0,28.0,1302,2087
24.0,28.0,1304,2087
23.0,28.0,1303,2087
25.0,28.0,1305,2087
26.0,28.0,1306,2087
27.0,28.0,1307,2087
28.0,28.0,1308,2087
29.0,28.0,1309,2087
30.0,28.0,1310,2087
31.0,28.0,1311,2087
32.0,28.0,1312,2087
33.0,28.0,1313,2087
34.0,28.0,1314,2087
35.0,28.0,1315,2087
36.0,28.0,1316,2087
37.0,28.0,1317,2087
38.0,28.0,1318,2087
39.0,28.0,1319,2087
3.0,29.0,1323,2128
4.0,29.0,1324,2128
0.0,29.0,1320,2128
2.0,29.0,1322,2128
1.0,29.0,1321,2171
7.0,29.0,1327,2171
5.0,29.0,1325,2171
8.0,29.0,1328,2128
9.0,29.0,1329,2128
6.0,29.0,1326,2171
11.0,29.0,1331,2128
10.0,29.0,1330,2128
14.0,29.0,1334,2128
12.0,29.0,1332,2128
13.0,29.0,1333,2171
15.0,29.0,1335,2171
16.0,29.0,1336,2171
18.0,29.0,1338,2128
17.0,29.0,1337,2128
19.0,29.0,1339,2128
21.0,29.0,1341,2128
22.0,29.0,1342,2171
23.0,29.0,1343,2171
20.0,29.0,1340,2128
24.0,29.0,1344,2128
25.0,29.0,1345,2128
28.0,29.0,1348,2128
27.0,29.0,1347,2128
26.0,29.0,1346,2128
29.0,29.0,1349,2128
